case_type,query_index,query_path,query_pid,query_camera_id,true_path,true_pid,true_camera_id,true_visual_similarity,true_semantic_adjustment,true_effective_semantic_adjustment,true_quality_scale,true_final_score,false_path,false_pid,false_camera_id,false_visual_similarity,false_semantic_adjustment,false_effective_semantic_adjustment,false_quality_scale,false_final_score,true_minus_false_visual_gap
harmful,23,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0030_c3_f0031952.jpg,30,2,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0030_c2_f0056582.jpg,30,1,0.8233687281608582,0.4074074074074074,0.4074074074074074,0.7258326226730405,0.8437390923500061,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\4480_c7_f0107347.jpg,4480,6,0.8210750818252563,1.0,1.0,0.7782269957624834,0.8710750937461853,0.0022936463356018066
harmful,91,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0072_c6_f0042541.jpg,72,5,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0072_c2_f0064374.jpg,72,1,0.876624345779419,0.12,0.12,0.7343295950856473,0.8826243281364441,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0644_c6_f0152681.jpg,644,5,0.868594765663147,0.6,0.6,0.7343295950856473,0.8985947370529175,0.008029580116271973
harmful,117,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0086_c1_f0067692.jpg,86,0,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0086_c2_f0067620.jpg,86,1,0.8314710259437561,-0.4074074074074074,-0.4074074074074074,0.7728070091410184,0.8111006617546082,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0517_c1_f0132381.jpg,517,0,0.8177592754364014,-0.037037037037037035,-0.037037037037037035,0.7462412420982196,0.8159074187278748,0.013711750507354736
harmful,118,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0086_c2_f0067260.jpg,86,1,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0086_c1_f0067452.jpg,86,0,0.8037624359130859,0.26666666666666666,0.26666666666666666,0.7940912400682767,0.8170957565307617,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\1834_c5_f0165767.jpg,1834,4,0.8017773628234863,0.6296296296296297,0.6296296296296297,0.8284005926898967,0.833258867263794,0.0019850730895996094
harmful,120,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0086_c4_f0037335.jpg,86,3,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0086_c2_f0067500.jpg,86,1,0.8193702697753906,0.4,0.4,0.8498773103786839,0.8393702507019043,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\6147_c8_f0049219.jpg,6147,7,0.8038011789321899,0.8666666666666667,0.8666666666666667,0.8498773103786839,0.847134530544281,0.015569090843200684
harmful,138,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0097_c2_f0069843.jpg,97,1,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0097_c1_f0069460.jpg,97,0,0.7479060888290405,-0.4074074074074074,-0.4074074074074074,0.7279203751572856,0.7275357246398926,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\5974_c8_f0025956.jpg,5974,7,0.7344517707824707,0.13333333333333333,0.13333333333333333,0.7631730605330731,0.7411184310913086,0.013454318046569824
harmful,167,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0111_c7_f0054563.jpg,111,6,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0111_c8_f0028670.jpg,111,7,0.8513153791427612,0.26666666666666666,0.26666666666666666,0.7897317413240671,0.864648699760437,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\6155_c8_f0050678.jpg,6155,7,0.8417097926139832,0.7037037037037037,0.7037037037037037,0.7636366633169445,0.8768949508666992,0.009605586528778076
harmful,177,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0115_c1_f0073267.jpg,115,0,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0115_c2_f0077511.jpg,115,1,0.8293123245239258,-0.18518518518518517,-0.18518518518518517,0.7152335190662631,0.8200530409812927,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0276_c1_f0098021.jpg,276,0,0.8154377937316895,0.6296296296296297,0.6296296296296297,0.7926452982572861,0.8469192981719971,0.013874530792236328
harmful,240,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0147_c2_f0080236.jpg,147,1,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0147_c1_f0079856.jpg,147,0,0.7680007219314575,-0.4074074074074074,-0.4074074074074074,0.749353048554909,0.7476303577423096,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0726_c2_f0182632.jpg,726,1,0.758600115776062,0.2,0.2,0.736621305346489,0.7686001062393188,0.009400606155395508
harmful,256,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/query\0158_c4_f0062235.jpg,158,3,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0158_c1_f0083389.jpg,158,0,0.8349021673202515,-0.18518518518518517,-0.18518518518518517,0.8024855976211436,0.8256428837776184,D:\deep-person-reid\reid-data\dukemtmc-reid\DukeMTMC-reID/bounding_box_test\0239_c1_f0094693.jpg,239,0,0.819107174873352,0.4666666666666667,0.4666666666666667,0.7824222556418843,0.8424404859542847,0.015794992446899414
